#bodytypes																																						
Id	ActorId	CreatureClass	Eccolapse	MutateBodyTypeId	Health	PainThresholdLimit	PainThresholdRegen	MeleeDamage	ResistSheet	WoundSlots	BaseActionPoints	MeleeAccuracy	RangeAccuracy	Dodge	MeleeThrowbackChance	ReceiveAmputationChance	ReceiveWoundChanceMult	AttackWoundChanceMult	QuazimorphosisReward	ScaleQuasimorphStats	IgnoreThrowback	HasInventoryWeaponSlots	HasInventoryEquipmentSlots	DeathExplosionRadius	DeathExplosionDamageType	DeathExplosionDamage	Immunity	Immobile	CanFly	HairTypesList	HairColorsList	OverrideBareHandWeapon	WeaponRandomConditionCapacity					
urparp	1	0.3	0.35	24	Ignore	Hunt	None	TRUE	FALSE	FALSE	TRUE	0		20	35	20	35	6	3	2	0.9																	
dog	0	0.3	0	24	Sleep	Hunt	None	TRUE	TRUE	FALSE	TRUE	0.3	Toxic 0.3 Fire 0.6	20	35	20	35	6	3	2	0.2	Food																
#end																																						
																																						
#actors																																						
Id	Gender																																					
human_male	Male																																					
human_female	Female																																					
cyborg_civil	None																																					
cyborg_battle	None																																					
cyborg_recreation	None																																					
flying_drone	None																																					
cargo_drone	None																																					
turret_firearm	None																																					
turret_emp	None																																					
turret_firethrower	None																																					
turret_energy	None																																					
fauna_spider	None																																					
possessed_male	Male																																					
possessed_female	Female																																					
possessed_blob	None																																					
possessed_bigarm	None																																					
possessed_centaur	None																																					
qmorph_mercury_baron	None																																					
qmorph_mercury_knight	None																																					
qmorph_mercury_head	None																																					
qmorph_mercury_slave	None																																					
qmorph_venus_baron	None																																					
qmorph_venus_knight	None																																					
qmorph_venus_lesser_knight	None																																					
qmorph_venus_cat	None																																					
qmorph_venus_servitor	None																																					
qmorph_moon_baron	None																																					
qmorph_moon_knight	None																																					
qmorph_moon_cage	None																																					
qmorph_moon_servitor	None																																					
qmorph_moon_slave	None																																					
qmorph_mars_urparp	None																																					
qmorph_mars_baron	None																																					
qmorph_mars_battle	None																																					
qmorph_mars_support	None																																					
qmorph_mars_crab	None																																					
qmorph_ron_baron	None																																					
qmorph_ron_knight	None																																					
qmorph_ron_slave	None																																					
qmorph_scrivnus_baron	None																																					
qmorph_scrivnus_knight	None																																					
qmorph_scrivnus_servitor	None																																					
qmorph_cattaram_baron	None																																					
qmorph_cattaram_knight	None																																					
qmorph_cattaram_servitor	None																																					
qmorph_flauros_baron	None																																					
qmorph_flauros_knight	None																																					
qmorph_flauros_servitor	None																																					
qmorph_prometheus	None																																					
fauna_dog	None																																					
#end																																						
																																						
#voicebanks																																						
Id																																						
player_male																																						
player_female																																						
cyborg																																						
turret																																						
spider																																						
corp_ancom_male																																						
corp_ancom_female																																						
corp_sbn_male																																						
corp_sbn_female																																						
corp_realware_male																																						
corp_realware_female																																						
corp_daydream_male																																						
corp_daydream_female																																						
corp_planetbridge_male																																						
corp_planetbridge_female																																						
corp_grasshopper_male																																						
corp_grasshopper_female																																						
corp_sunlight_male																																						
corp_sunlight_female																																						
corp_franche_male																																						
corp_franche_female																																						
corp_church_male																																						
corp_church_female																																						
corp_coreward_male																																						
corp_coreward_female																																						
corp_dilthey_male																																						
corp_dilthey_female																																						
corp_unchained_male																																						
corp_unchained_female																																						
corp_civres_male																																						
corp_civres_female																																						
corp_shedu_male																																						
corp_shedu_female																																						
class_civilian_male																																						
class_civilian_female																																						
class_scientist_male																																						
class_scientist_female																																						
class_medic_male																																						
class_medic_female																																						
class_prisonier_male																																						
class_prisonier_female																																						
class_military																																						
class_military_male																																						
class_military_female																																						
class_worker_male																																						
class_worker_female																																						
class_miner_male																																						
class_miner_female																																						
class_police_male																																						
class_police_female																																						
possessed																																						
possessed_male																																						
possessed_female																																						
possessed_bigarm																																						
possessed_blob																																						
possessed_centaur																																						
dog																																						
qmorph_mercury																																						
qmorph_mercury_big																																						
qmorph_venus																																						
qmorph_venus_big																																						
qmorph_venus_small																																						
qmorph_venus_fly																																						
qmorph_moon																																						
qmorph_moon_big																																						
qmorph_mars																																						
qmorph_mars_big																																						
qmorph_mars_urparp																																						
qmorph_ron																																						
qmorph_scrivnus																																						
qmorph_cattaram																																						
qmorph_saturn																																						
qmorph_saturn_big																																						
class_pmc_male																																						
class_pmc_female																																						
class_manager_male																																						
class_manager_female																																						
flying_drone																																						
cargo_drone																																						
corp_tianmin_male																																						
qmorph_flauros_baron																																						
qmorph_flauros_knight																																						
qmorph_flauros_servitor																																						
venus_demon_cat																																						
corp_tianmin_female																																						
#end																																						
																																						
#portraits																																						
Id																																						
char_bramph_realware																																						
char_cattaram_baron																																						
char_corporate1																																						
char_corporate2																																						
char_eipschwitz_head																																						
char_eipschwitz_normal																																						
char_jane																																						
char_kilgor																																						
char_mars_baron																																						
char_mercury_baron																																						
char_moon_baron																																						
char_quazizombie																																						
char_ron_baron																																						
char_scrivnus_baron																																						
char_urparp																																						
char_xiomara																																						
char_tezctlan																																						
char_venus_baron																																						
char_flauros_baron																																						
char_rouvim																																						
char_zavulon																																						
char_simeon																																						
faction_AnCom																																						
faction_ChurchRevelation																																						
faction_CoreWard																																						
faction_CResistance																																						
faction_CivilUnity																																						
faction_DaydreamChems																																						
faction_Dilthey																																						
faction_FrancheComte																																						
faction_Grasshopper																																						
faction_PlanetBridge																																						
faction_RealWare																																						
faction_SBN																																						
faction_SheduThousand																																						
faction_Sunlight																																						
faction_Tezctlan																																						
faction_UnchainedBelt_Defense																																						
faction_UnchainedBelt_Expansion																																						
faction_UnchainedBelt_Scouting																																						
faction_XiomaraMasks																																						
faction_GodBuilders																																						
faction_GodBuilders_Promesefs																																						
faction_Tianming																																						
obstacle_lift																																						
obstacle_shuttle																																						
obstacle_splatter																																						
obstacle_terminal																																						
obstacle_workbench																																						
spaceobject_ceres																																						
spaceobject_citadel																																						
spaceobject_deimos																																						
spaceobject_earth																																						
spaceobject_fuller																																						
spaceobject_geist																																						
spaceobject_havoc																																						
spaceobject_interamnia																																						
spaceobject_mars																																						
spaceobject_mechta																																						
spaceobject_mercury																																						
spaceobject_moon																																						
spaceobject_pallas																																						
spaceobject_phobos																																						
spaceobject_tsiolkovsky																																						
spaceobject_venus																																						
spaceobject_vesta																																						
spaceobject_volcano																																						
spaceobject_wernher																																						
spaceobject_hungary																																						
spaceobject_hygeia																																						
spaceobject_annaherman																																						
spaceobject_hekate																																						
spaceobject_jupiter																																						
spaceobject_io																																						
spaceobject_europa																																						
spaceobject_ganymede																																						
spaceobject_callisto																																						
#end																																						
